data,tmax_clima,acima,obito,heat_index,wind_chill,tmin,temp,tmax,amplitude_t,urmin,umidade,urmax,prec,pressao,ventodir,ventovel
2013-09-10,24.96,9.740000000000002,13,119.0048801442576,59.769186456330935,15.8,25.13,34.7,18.9,44.0,68.33,82.0,0.0,1019.2,9.33,3.132
2013-09-11,22.4,12.399999999999999,3,109.5584197848643,63.01598201866983,18.0,27.2,34.8,16.799999999999997,36.0,57.0,75.0,0.0,1016.43,25.67,6.948
2013-09-12,22.2,12.400000000000002,9,108.06048207245516,62.71783871833821,18.0,27.33,34.6,16.6,41.0,56.33,69.0,0.0,1011.13,27.33,8.028
2013-09-13,22.9,12.399999999999999,7,108.01640804780408,67.2912269867285,19.9,29.27,35.3,15.4,39.0,52.0,59.0,0.0,1010.73,17.0,7.452
2014-01-18,30.49,5.91,8,125.66903337061734,67.13456238636368,20.0,29.53,36.4,16.4,52.0,64.33,74.0,0.0,1013.77,27.33,9.36
2014-01-19,30.63,6.370000000000001,9,117.24889368879997,70.94391978353065,21.6,30.53,37.0,15.4,47.0,53.0,58.0,0.0,1011.57,27.33,9.252
2014-01-20,31.0,6.0,9,116.27864564640004,75.60262107749301,23.5,32.53,37.0,13.5,40.0,52.0,63.0,0.0,1010.7,24.33,7.920000000000001
2014-01-21,30.06,7.239999999999998,8,111.64667202986097,72.19777681876485,22.3,32.03,37.3,14.999999999999996,41.0,45.33,51.0,0.0,1008.43,25.67,12.6
2014-01-22,30.79,6.410000000000004,6,120.01353728714707,79.45352137217279,25.2,33.07,37.2,12.000000000000004,48.0,54.67,66.0,0.0,1009.13,24.33,9.468
2014-01-23,31.53,5.469999999999999,10,124.9667714514884,79.05016361984715,25.1,32.17,37.0,11.9,51.0,60.33,76.0,0.0,1009.5,26.0,11.88
2014-02-02,31.47,6.730000000000004,5,150.73943604604847,72.4939464867935,22.6,29.6,38.2,15.6,50.0,73.0,95.0,6.2,1009.87,24.33,17.532
2014-02-03,31.55,6.2499999999999964,10,132.9811070735082,73.44592098835643,22.6,32.73,37.8,15.199999999999996,50.0,62.67,75.0,0.0,1008.5,22.67,8.28
2014-02-04,32.07,5.729999999999997,11,125.27539959705835,79.39209317407588,25.2,31.93,37.8,12.599999999999998,46.0,56.33,63.0,0.2,1009.97,24.33,10.332
2014-02-05,31.86,8.04,8,145.05783935514145,78.90936898220599,24.9,32.97,39.9,15.0,42.0,60.67,80.0,0.0,1010.87,27.33,7.56
2014-02-06,31.37,9.23,10,139.87546228105597,82.75990995167447,26.6,34.67,40.6,14.0,41.0,54.0,61.0,0.0,1010.07,27.33,9.828
2014-02-07,31.66,8.139999999999997,20,156.73967527830266,83.86920753721748,27.1,32.87,39.8,12.699999999999996,43.0,68.33,82.0,0.0,1010.13,17.0,12.6
2015-05-18,21.65,5.150000000000002,2,84.99418920388683,57.68120014913444,15.6,21.4,26.8,11.2,61.0,81.67,95.0,0.2,1022.5,12.33,6.372
2015-05-19,21.88,5.420000000000002,11,86.88782817742052,61.439162064104046,17.1,22.03,27.3,10.2,61.0,80.67,91.0,0.0,1022.47,12.33,5.508
2015-05-20,22.31,5.890000000000001,11,90.89045668165134,61.18382420476381,16.7,22.2,28.2,11.5,57.0,80.67,98.0,0.0,1021.0,9.33,4.068
2015-05-21,22.7,5.900000000000002,13,92.0015722302684,62.290979387853405,17.2,22.77,28.6,11.400000000000002,54.0,78.33,91.0,0.0,1021.0,13.67,4.068
2015-05-22,22.7,6.600000000000001,4,92.9737712733626,62.42870250575862,17.5,23.57,29.3,11.8,57.0,72.33,81.0,0.0,1018.87,25.67,5.292
2015-05-23,21.56,8.14,6,94.87744239873142,65.22656817948402,18.9,24.37,29.7,10.8,54.0,72.67,84.0,0.0,1012.97,26.0,6.48
2015-08-06,23.12,8.279999999999998,9,104.07858915097614,61.181376785388416,17.3,22.43,31.4,14.099999999999998,38.0,74.0,96.0,0.0,1011.37,16.67,7.668
2015-08-07,23.02,10.580000000000002,9,100.7219114309761,73.28405867124923,22.6,27.53,33.6,11.0,34.0,52.0,64.0,0.0,1007.3,16.67,9.468
2015-08-08,21.16,14.040000000000003,7,109.913378569152,73.91725048353678,22.6,28.37,35.2,12.6,36.0,55.0,74.0,0.0,1011.4,18.33,5.508
2015-08-09,20.29,11.71,5,102.61288541430235,68.41887124042213,19.2,26.3,32.0,12.8,39.0,66.67,81.0,0.0,1014.37,1.67,1.332
2015-08-10,20.14,12.060000000000002,13,99.39696049202722,64.22172733728385,18.4,25.6,32.2,13.800000000000004,41.0,59.67,72.0,0.0,1014.5,12.33,6.012
2015-08-11,20.55,5.25,12,81.09502126404604,62.44378559701054,17.6,22.83,25.8,8.2,66.0,79.67,95.0,4.4,1019.4,18.33,5.867999999999999
2015-08-12,22.52,8.580000000000002,9,105.96875011076244,63.79706036750159,18.0,22.77,31.1,13.1,49.0,79.67,96.0,0.0,1021.1,15.33,4.680000000000001
2015-08-13,21.57,7.93,7,94.52072052789984,68.28299577059641,19.8,23.83,29.5,9.7,60.0,74.0,82.0,0.0,1016.1,9.33,3.492
2015-08-14,21.3,6.899999999999999,7,87.90552077107202,69.04983496114613,19.0,24.07,28.2,9.2,55.0,70.0,80.0,0.0,1017.77,12.0,0.6120000000000001
2016-07-01,20.9,6.300000000000001,13,86.92235936396825,50.901229930191526,11.8,17.53,27.2,15.4,59.0,83.0,97.0,0.0,1022.57,22.67,3.3480000000000003
2016-07-02,21.03,5.77,6,84.89343641987199,53.5428779887904,13.1,19.93,26.8,13.7,58.0,81.0,96.0,0.2,1021.0,15.33,3.6
2016-07-03,21.0,8.600000000000001,10,93.61612722280027,53.32691517036543,13.5,21.77,29.6,16.1,42.0,70.67,91.0,0.0,1019.3,21.33,5.4
2016-07-04,21.52,7.48,5,89.82977954144863,57.36863108077289,15.5,22.6,29.0,13.5,43.0,66.67,79.0,0.0,1017.2,17.0,6.588
2016-07-05,21.53,6.469999999999999,7,86.88593237278664,62.27920799332206,17.7,22.6,28.0,10.3,45.0,68.67,81.0,0.0,1015.13,9.33,7.092
2017-06-22,20.81,5.59,8,82.98236427258489,46.15715604460875,10.2,17.67,26.4,16.2,54.0,77.67,95.0,0.0,1020.1,12.33,4.932
2017-06-23,20.43,8.170000000000002,9,92.0015722302684,49.06714514484644,11.1,19.43,28.6,17.5,55.0,78.33,94.0,0.0,1021.53,21.33,3.708
2017-06-24,20.48,6.120000000000001,8,83.15310063976828,58.24346854530782,14.2,20.43,26.6,12.400000000000002,61.0,73.33,86.0,0.0,1021.9,7.67,1.332
2017-06-25,20.28,6.719999999999999,11,84.345738713374,55.0866806869383,14.3,20.63,27.0,12.7,47.0,72.67,86.0,0.1,1022.73,22.67,5.508
2017-06-26,18.28,5.52,4,76.30048731792735,49.41482231446888,11.8,18.93,23.8,12.0,53.0,72.33,89.0,0.0,1021.53,20.0,5.508
2017-06-27,20.04,7.859999999999999,12,87.39759106852793,50.77606832386152,12.4,19.6,27.9,15.499999999999998,47.0,72.33,87.0,0.0,1019.23,20.0,5.508
2017-06-28,20.66,7.239999999999998,11,87.31929763303644,57.06968028394071,15.1,21.2,27.9,12.8,51.0,72.0,84.0,0.0,1019.0,27.33,5.148
2017-06-29,20.86,5.740000000000002,9,83.80825556659336,58.09954369433499,15.8,20.23,26.6,10.8,56.0,78.67,90.0,0.0,1019.03,27.33,6.48
2017-07-24,21.09,9.809999999999999,4,96.49398000485246,51.4259086804206,12.8,21.43,30.9,18.1,39.0,64.67,79.0,0.0,1018.3,21.33,6.012
2017-07-25,20.22,6.98,8,84.61105300861243,59.44058040861896,16.4,22.27,27.2,10.8,60.0,70.33,77.0,0.0,1021.07,14.0,6.588
2017-07-27,19.75,5.149999999999999,9,78.02301876087955,56.67480103122973,15.0,19.47,24.9,9.9,66.0,85.67,98.0,0.1,1024.47,18.33,5.508
2017-07-28,19.73,6.469999999999999,10,82.07400092675206,51.89213527178585,13.1,19.43,26.2,13.1,47.0,75.0,94.0,0.2,1022.87,27.33,6.48
2017-07-29,19.91,7.489999999999998,11,84.07879432330398,53.89019487909407,13.9,20.97,27.4,13.499999999999998,39.0,63.67,76.0,0.0,1024.03,16.67,6.12
2017-07-30,19.94,8.059999999999999,8,86.35073249989085,55.33745574998252,14.1,21.57,28.0,13.9,51.0,66.33,81.0,0.0,1024.23,16.67,4.212
2017-07-31,21.14,6.259999999999998,9,85.88447292982563,55.42661725269786,14.1,21.2,27.4,13.3,53.0,73.67,87.0,0.0,1020.27,18.33,4.068
2017-08-01,21.94,6.059999999999999,4,87.85009302760281,56.050983038594005,14.6,21.2,28.0,13.4,48.0,72.67,91.0,0.0,1015.97,16.67,4.932
2018-05-27,21.42,6.18,10,88.01872906268831,51.19570227649259,12.3,19.43,27.6,15.3,55.0,80.0,97.0,0.0,1020.87,17.0,4.428
2018-05-28,21.27,8.43,8,95.4461839962042,55.57226584388316,14.3,22.0,29.7,15.4,46.0,74.0,93.0,0.0,1021.03,17.0,4.572
2018-05-29,21.27,6.530000000000001,5,86.36500950346756,51.22323287161146,13.2,21.4,27.8,14.6,40.0,69.33,87.0,0.0,1020.37,8.0,8.748000000000001
2018-05-30,20.6,7.399999999999999,5,85.83896804639986,55.14633774483607,14.4,21.9,28.0,13.6,44.0,64.0,82.0,0.0,1018.27,20.0,5.867999999999999
2018-05-31,19.71,5.189999999999998,7,78.42449668101797,57.57866414073238,14.7,20.23,24.9,10.2,68.0,75.67,83.0,0.0,1014.9,22.67,2.8800000000000003
2019-06-10,19.59,6.609999999999999,4,82.50290533187204,61.72534398609035,16.5,21.27,26.2,9.7,60.0,80.0,92.0,0.0,1019.0,12.33,2.52
2019-06-11,19.41,7.59,9,85.53237091120019,58.39049331076506,15.2,20.87,27.0,11.8,56.0,80.0,98.0,0.0,1018.63,22.67,3.24
2019-06-12,19.74,7.960000000000001,4,88.28807847740205,58.51935053917732,15.4,21.13,27.7,12.3,59.0,79.33,90.0,0.0,1016.43,18.33,3.708
2019-06-13,20.26,8.54,7,92.57886029804877,63.246493579674194,17.8,23.13,28.8,11.0,56.0,77.33,91.0,0.0,1016.07,21.33,4.932
2019-06-14,20.21,10.09,5,98.17203111188527,64.10802482674497,17.8,23.83,30.3,12.5,56.0,73.67,84.0,0.0,1016.53,13.67,3.132
2019-06-15,20.82,8.68,6,97.86559283223366,64.90706375671456,18.1,23.2,29.5,11.4,64.0,81.67,93.0,0.0,1017.53,20.0,2.8800000000000003
2019-06-16,20.26,9.34,8,98.09900438684797,62.75165210495511,17.1,23.1,29.6,12.5,61.0,81.0,97.0,0.0,1020.23,12.33,2.8800000000000003
2019-06-17,19.83,6.170000000000002,9,82.26633525760012,61.69647856537342,17.4,20.87,26.0,8.600000000000001,74.0,87.0,94.0,0.0,1021.93,10.67,6.732
2019-06-18,20.02,7.18,4,85.78044883350407,61.3973836751191,17.3,21.57,27.2,9.9,54.0,77.0,91.0,0.0,1016.37,20.0,6.948
2019-06-21,19.98,5.120000000000001,6,78.89566878538574,46.18550143782696,9.7,16.13,25.1,15.400000000000002,53.0,78.67,95.0,0.0,1024.27,20.0,3.492
2019-06-22,20.81,6.890000000000001,7,88.86349290669033,52.331297553350815,13.0,19.57,27.7,14.7,62.0,81.67,97.0,0.0,1022.6,23.0,5.148
2019-06-23,20.43,7.670000000000002,4,90.1360174404578,57.583745607831645,15.2,21.63,28.1,12.900000000000002,53.0,79.67,96.0,0.1,1018.4,21.33,4.572
2019-06-24,20.48,7.419999999999998,7,86.62601098705603,59.02310691630376,16.1,21.97,27.9,11.799999999999995,49.0,69.0,84.0,0.0,1012.13,22.67,5.867999999999999
2019-06-25,20.28,8.82,8,89.04548993051216,52.94627862460533,13.9,23.6,29.1,15.2,45.0,63.0,82.0,0.0,1003.47,25.67,8.532
2020-06-20,19.98,9.620000000000001,8,95.98148724575456,66.30015791827515,19.1,22.9,29.6,10.5,63.0,76.33,88.0,0.0,1013.13,15.33,4.572
2020-06-21,20.81,10.59,4,98.8367827814081,66.87641430178209,19.8,25.17,31.4,11.599999999999998,40.0,65.0,87.0,0.0,1011.97,24.0,8.28
2020-06-22,20.43,6.27,12,83.51358720370762,60.773971636487744,17.0,21.9,26.7,9.7,53.0,73.67,92.0,0.0,1016.63,18.33,6.732
2020-06-23,20.48,9.719999999999999,4,98.83501184803228,56.82543232320341,15.4,21.33,30.2,14.8,43.0,76.0,94.0,0.0,1012.4,16.67,7.452
2020-06-24,20.28,9.919999999999998,5,92.299220579513,58.07097610188168,16.0,23.93,30.2,14.2,38.0,61.33,75.0,0.0,1008.23,27.33,7.920000000000001
2020-06-25,18.28,6.82,3,78.88354857268865,43.78834508675049,9.1,20.5,25.1,16.0,57.0,79.33,93.0,22.6,1007.17,16.67,4.788
2020-07-18,19.64,10.559999999999999,7,101.63506235997995,55.30303135983302,13.6,20.57,30.2,16.6,55.0,81.33,95.0,0.0,1016.77,16.67,2.772
2020-07-19,21.22,9.780000000000001,4,101.92412163759992,61.35678846876012,17.0,23.9,31.0,14.0,44.0,74.0,91.0,0.0,1015.9,18.33,5.148
2020-07-20,20.5,7.899999999999999,6,89.86717867665169,60.50078549758873,16.6,22.67,28.4,11.799999999999995,56.0,74.33,87.0,0.0,1015.53,14.0,5.04
2020-07-21,21.47,7.530000000000001,9,91.13397485799254,59.03659410735929,16.0,22.33,29.0,13.0,47.0,70.67,84.0,0.0,1014.33,24.33,5.292
2020-07-22,19.84,10.16,7,95.50738935999988,59.21618893659479,16.1,22.77,30.0,13.9,46.0,71.0,85.0,0.0,1014.0,23.0,5.4
2020-07-23,21.09,8.809999999999999,10,93.52471169176592,59.24906377258485,16.3,23.23,29.9,13.599999999999998,41.0,67.33,81.0,0.0,1014.63,19.67,6.48
2020-07-24,20.22,8.880000000000003,2,90.08390977489006,56.32303775651064,14.6,23.03,29.1,14.500000000000002,48.0,66.33,78.0,0.0,1012.17,19.67,4.428
2022-01-19,30.63,6.970000000000002,7,142.3284104429456,73.20151244175293,22.2,30.0,37.6,15.400000000000002,44.0,70.67,90.0,0.0,1014.43,26.0,4.680000000000001
2022-01-20,31.0,5.5,9,125.94444431910004,77.39286404956943,24.0,31.43,36.5,12.5,55.0,64.0,69.0,0.0,1013.03,18.33,3.852
2022-01-21,30.06,5.739999999999998,4,125.8097523753281,76.92576029784112,23.9,30.8,35.8,11.9,56.0,68.0,77.0,0.0,1011.5,9.33,5.148
2022-01-22,30.79,8.71,7,146.172730000708,77.65527194885203,24.3,32.3,39.5,15.2,47.0,63.33,81.0,0.0,1009.1,24.0,6.372
2022-01-23,31.53,5.769999999999996,17,123.07122829326428,79.03952975661568,24.8,33.37,37.3,12.499999999999996,48.0,57.0,63.0,0.0,1007.93,27.0,4.572
